[05:49:17:483]  PCM Hammer 021
[06:00:29:055]  RX: 6D F0 10 36 01 04 00 03 70 00 BC 79 00 01 1F C4 62 04 42 38 96 05 3C 38 AD AE BC 79 00 01 1F C8 62 04 42 38 96 06 4A 38 96 05 66 06 4A 38 96 06 67 32 7C 01 60 30 3C 38 A0 C0 BC 79 00 01 1F C2 63 06 11 FC 00 01 96 05 3C 38 AD AE BC 79 00 01 1F C6 63 06 11 FC 00 01 96 06 1C 38 96 05 8C 38 96 06 66 CE 42 06 4A 06 67 12 4A 38 96 32 66 72 42 38 96 07 11 FC 00 01 96 08 60 66 0C 40 32 00 64 18 02 80 00 00 FF FF E1 80 E7 80 4C 7C 00 00 00 00 00 05 80 FC 05 00 60 04 30 3C 10 00 32 38 AB BE 74 11 20 7C 00 00 EB 84 4E B9 00 02 64 AC 36 00 38 3C 10 00 C7 F8 96 00 87 C4 68 10 48 43 B9 43 6B 06 36 3C 7F FF 60 04 36 3C 80 00 31 C3 96 5C 4A 38 96 32 67 0A 42 38 96 08 11 FC 00 01 96 07 4A 38 96 07 66 32 3D 78 95 DE FF FC 42 6E FF FE 36 39 00 01 1F C0 F8 2E 39 40 FF FC 31 C3 95 DE 4A 43 6C 02 44 43 0C 43 00 17 62 54 42 78 95 DE 11 FC 00 01 96 07 60 48 4A 38 96 08 66 38 3D 78 95 DE FF FC 34 78 96 5C 3D 4A FF FE 36 39 00 01 1F C0 F8 2E 39 40 FF FC 31 C3 95 DE 96 4A 4A 43 6C 02 44 43 0C 43 00 17 62 16 31 CA 95 DE 11 FC 00 01 96 08 60 0A 4A 06 66 06 31 F8 96 5C 95 DE 11 C6 96 32 4C DF 01 47 4E 5E 4E 75 36 38 A0 C0 38 38 AB A4 4A 39 00 01 17 3C 67 66 3A 38 A9 C8 BA 79 00 01 17 34 6D 5A 42 85 3A 39 00 01 17 46 BA B8 AD 0E 62 4C 2A 39 00 01 17 38 CA B8 81 C8 66 40 B6 79 00 01 18 AE 65 38 B6 79 00 01 18 AC 62 30 B8 79 00 01 18 AA 65 28 B8 79 00 01 18 A8 62 20 36 38 A9 C8 B6 79 00 01 17 36 6E 14 36 38 91 AC B6 79 00 01 17 54 6E 08 08 F8 00 06 96 67 60 06 08 B8 00 06 96 67 4E 75 4E 56 FF FE 48 E7 E0 80 20 7C 00 FF 96 5A 4E B9 00 02 71 BC 20 7C 00 FF 96 5E 4E B9 00 02 71 BC 20 7C 00 FF 95 FE 4E B9 00 02 71 BC 08 38 00 06 96 67 66 08 42 38 95 F4 60 00 01 3E 34 38 A6 C6 22 02 30 38 A6 BA 34 40 92 4A 31 C1 96 4E 34 7C 00 04 16 38 95 F4 66 08 38 39 00 01 18 EC 60 06 38 39 00 01 18 EE B0 79 00 01 17 4E 64 08 B2 79 00 01 17 4C 6E 12 B0 79 00 01 17 52 63 3A 44 41 B2 79 00 01 17 50 6F 30 3D 78 96 5E FF FE 3A 38 B0 40 9A 6E FF FE 0C 45 00 0A 65 1C 11 FC 00 01 95 F4 31 F8 B0 40 96 5E 36 38 B0 40 06 43 03 20 31 C3 96 5A 60 00 00 C2 4A 03 66 20 B4 44 64 1C 11 FC 00 02 95 F4 31 F8 B0 40 96 5A 36 38 B0 40 06 43 03 20 31 C3 96 5E 60 00 00 9E 3D 78 96 5E FF FE 3A 38 B0 40 9A 6E FF FE BA 79 00 01 17 4A 64 08 11 FC 00 03 95 F4 60 7E 7A 04 BA 03 66 1E B4 44 65 1A 11 FC 00 06 95 F4 36 38 B0 40 06 43 03 20 31 C3 96 5A 31 F8 B0 40 95 FE 60 5A 3D 78 96 5A FF FE 38 38 B0 40 98 6E FF FE B8 79 00 01 17 48 64 06 11 C5 95 F4 60 3E BA 03 66 08 11 FC 00 06 95 F4 60 D0 0C 03 00 03 66 08 11 FC 00 05 95 F4 60 C2 78 05 B8 03 67 06 70 06 B0 03 66 18 3D 78 95 FE FF FE 36 38 B0 40 96 6E FF FE B6 79 00 01 17 32 64 00 FE BE 16 38 95 F4 0C 03 00 05 67 06 0C 03 00 06 66 4E 3D 78 95 FE FF FE 36 38 B0 40 96 6E FF FE 42 85 3A 03 42 83 36 39 00 01 17 32 96 85 E1 83 E9 83 42 85 3A 39 00 01 17 32 4A 83 6B 06 4C 45 30 03 60 02 42 83 69 0E 0C 83 00 00 FF FF 62 06 0C 43 10 00 63 04 36 3C 10 00 31 C3 95 FC 60 06 31 FC 10 00 95 FC 4C DF 01 07 4E 5E 4E 75 36 38 A6 C6 4A 38 95 F0 66 28 38 39 00 01 17 5A D8 79 00 01 17 5C B8 43 65 2C 36 39 00 01 17 5E D6 79 00 01 17 60 B6 78 AB A4 65 1A 42 38 95 F0 60 1A B6 79 00 01 17 5A 64 0C 6C 2F
[06:00:29:062]  Processing message
[06:00:29:068]  Sending 'test device present' notification.
[06:00:29:069]  Setting timeout for Minimum, 0 ms.
[06:00:29:069]  TX: STPTO 0
[06:00:29:145]  OK
[06:00:29:147]  TX: STPX H:8CFEF0, R:0, D:3F
[06:00:29:160]  Empty response to STPX with data. OK.
[06:00:29:162]  Setting timeout for ReadMemoryBlock, 250 ms.
[06:00:29:163]  TX: STPTO 250
[06:00:29:172]  OK
[06:00:29:173]  Reading from 226304 / 0x37400, length 1024 / 0x400
[06:00:29:174]  TX: STPX H:6D10F0, R:1, D:35010400037400
[06:00:30:243]  RX: 6D F0 10 36 01 04 00 03 74 00 36 38 AB A4 B6 79 00 01 17 5E 65 E6 11 FC 00 01 95 F0 4E 75 2F 02 36 38 91 AC 34 38 AB C8 24 7C 00 00 FD 0A F8 12 29 40 4A 38 AE 74 67 42 38 39 00 01 17 58 D8 78 95 E6 68 0C 6A 06 38 3C 7F FF 60 04 38 3C 80 00 0C 44 0A AB 6F 04 38 3C 0A AB 3A 39 00 01 1F B6 DA 78 95 E6 68 0C 6A 06 3A 3C 7F FF 60 04 3A 3C 80 00 B4 45 6C 0A 34 05 60 06 38 39 00 01 17 58 B0 44 6F 02 20 04 B0 42 6C 22 D6 42 69 04 96 40 68 0C 6A 06 36 3C 7F FF 60 04 36 3C 80 00 31 C3 96 1C 20 02 11 FC 00 01 95 F5 60 08 31 C3 96 1C 42 38 95 F5 24 1F 4E 75 36 01 E2 4B 78 0B B8 03 62 02 76 0A D6 38 96 10 0C 03 00 0A 63 02 96 04 02 43 00 FF 3F 80 33 A0 96 36 4E 75 2F 08 02 40 00 FF 24 70 05 B0 00 07 ED 6E 4E D2 42 78 95 D6 42 78 95 DA 42 78 95 D8 42 38 95 F1 42 78 95 E2 42 78 96 20 42 38 96 62 42 38 96 63 42 38 95 F3 42 38 96 64 42 38 96 65 42 38 96 16 42 38 95 F6 42 78 96 18 42 78 96 1C 42 78 95 E4 42 78 96 2E 42 78 96 26 42 38 95 F5 4E B9 00 03 65 7A 30 78 96 0E 20 08 4E B9 00 03 7A E2 31 C8 95 EA 31 C8 96 2C 60 00 01 1A 60 00 01 A6 31 FC 10 00 95 FC 4E B9 00 03 77 BC 4E B9 00 03 65 7A 30 78 96 0E 20 08 4E B9 00 03 7A E2 31 C8 95 EA 31 C8 96 2C 36 38 B0 40 34 7C 03 20 D6 4A 31 C3 95 FE 36 38 B0 40 D6 4A 31 C3 96 5A 36 38 B0 40 D6 4A 31 C3 96 5E 76 01 11 C3 96 07 31 FC 32 00 96 02 11 C3 95 F2 60 00 01 6C 42 78 95 F8 42 78 95 D6 42 78 95 D8 42 78 95 DA 31 FC 10 00 95 FC 42 38 95 F1 42 78 95 E2 42 78 96 20 42 38 96 62 42 38 96 63 42 38 95 F3 42 38 96 64 42 38 96 65 42 38 96 16 42 38 95 F6 42 78 96 18 42 78 96 1C 42 78 95 E4 42 78 96 2E 42 78 96 26 08 B8 00 06 96 67 42 38 95 F4 42 78 96 50 42 78 96 52 42 38 95 F5 42 78 96 58 4E B9 00 03 65 7A 30 78 96 0E 20 08 4E B9 00 03 7A E2 31 C8 95 EA 31 C8 96 2C 45 F8 96 36 76 0A 42 5A 51 CB FF FC 42 38 96 10 36 38 B0 40 34 7C 03 20 D6 4A 31 C3 95 FE 36 38 B0 40 D6 4A 31 C3 96 5A 36 38 B0 40 D6 4A 31 C3 96 5E 42 78 95 DE 42 78 96 5C 42 38 96 32 76 01 11 C3 96 07 42 38 96 08 42 38 96 06 42 38 96 05 42 38 96 61 11 C3 95 F2 42 78 95 E6 42 38 96 60 60 00 00 82 42 38 95 F5 60 7A 42 78 95 D6 42 78 95 DA 42 78 95 D8 42 78 96 20 42 78 95 E4 42 78 96 2E 42 78 96 52 42 38 95 F5 42 78 96 58 42 78 95 DE 42 78 96 5C 42 38 96 32 11 FC 00 01 96 07 42 38 96 08 42 38 96 06 42 38 96 05 36 38 A9 CC 06 43 04 00 F8 39 31 40 00 01 20 18 31 C3 96 00 60 22 42 38 95 F5 42 78 95 DE 42 78 96 5C 42 38 96 32 11 FC 00 01 96 07 42 38 96 08 42 38 96 06 42 38 96 05 42 78 95 DC 42 78 95 E8 76 01 11 C3 96 66 42 78 95 EC 11 C3 96 69 42 38 96 6A 11 C3 96 6D 42 38 96 6E 11 C3 95 F0 20 5F 4E 75 36 38 9F 3E C7 FC 00 60 87 FC 00 05 0C 43 0D FF 6E 08 0C 43 FC 00 6D 08 60 0A 36 3C 0D FF 60 04 36 3C FC 00 28 03 36 7C 04 00 D8 4B 24 7C 00 01 1F 8C F8 12 41 40 31 C4 96 56 D6 4B 24 7C 00 01 1F 66 F8 12 31 40 31 C3 96 54 4E 75 4E B9 00 03 71 64 16 38 96 10 0C 03 00 0A 66 06 42 38 96 10 60 06 52 03 11 C3 96 10 4E B9 00 03 71 E2 4E B9 00 03 5E 78 4E B9 00 03 60 8C 4E 75 36 38 A9 C8 28 03 36 7C 04 00 D8 4B D8 44 F8 39 41 40 00 01 18 06 31 C4 96 22 28 03 D8 4B 6A 02 52 44 E2 44 F8 39 41 40 00 01 18 50 31 C4 96 24 28 03 D8 4B F8 39 41 40 00 01 17 6A 31 C4 96 30 28 03 D8 4B 7D 3E
[06:00:30:243]  Processing message
[06:00:30:256]  Sending 'test device present' notification.
[06:00:30:256]  Setting timeout for Minimum, 0 ms.
[06:00:30:257]  TX: STPTO 0
[06:00:30:312]  OK
[06:00:30:313]  TX: STPX H:8CFEF0, R:0, D:3F
[06:00:30:327]  Empty response to STPX with data. OK.
[06:00:30:328]  Setting timeout for ReadMemoryBlock, 250 ms.
[06:00:30:330]  TX: STPTO 250
[06:00:30:336]  OK
[06:00:30:337]  Reading from 227328 / 0x37800, length 1024 / 0x400
[06:00:30:338]  TX: STPX H:6D10F0, R:1, D:35010400037800
[06:00:31:446]  RX: 6D F0 10 36 01 04 00 03 78 00 24 7C 00 01 1F F2 F8 12 41 40 31 C4 96 0A D6 4B 24 7C 00 01 1F CC F8 12 39 40 31 C3 96 0C 4E 75 48 E7 C0 00 4A 38 AE 74 67 2A 4A 38 B0 4F 66 24 36 38 AE 28 54 43 64 04 36 3C FF FF 31 C3 AE 28 B6 79 00 01 27 48 63 0C 42 01 30 3C 00 D8 4E B9 00 00 0F 58 4C DF 00 03 4E 75 48 E7 E3 80 4A 38 BE F7 66 0A 16 38 A1 C4 08 03 00 03 67 10 42 78 AE 22 42 78 AE 24 42 78 AE 26 60 00 01 CC 32 38 B0 26 30 38 AB C8 3E 3C 1A 00 BE 41 62 02 22 07 74 15 20 7C 00 01 20 3E 4E B9 00 02 64 86 3C 00 4A 38 AE 74 67 00 00 86 36 38 AE 2A 67 0A C6 FC 00 07 E6 8B 31 C3 AE 2A 08 38 00 05 A6 4E 67 58 32 38 E1 CC 34 38 AD A8 4A 78 AE 2E 67 40 26 01 96 78 AE 2E 64 02 42 43 D6 43 64 04 36 3C FF FF 4A 38 B0 4F 67 28 20 01 E6 48 28 02 98 78 AE 2C 64 02 42 44 0C 44 00 CD 62 10 B6 78 AE 2A 63 0E B6 40 64 06 31 C3 AE 2A 60 04 31 C0 AE 2A 31 C1 AE 2E 31 C2 AE 2C 60 0A 42 78 AE 2E 31 F8 AD A8 AE 2C DC 78 AE 2A 64 04 3C 3C FF FF 30 38 B0 26 32 38 AB C6 BE 40 62 02 20 07 74 1B 20 7C 00 01 24 AC 4E B9 00 02 64 86 36 00 22 06 C2 C3 34 3C 10 00 82 C2 68 04 32 3C FF FF 4A 38 AE 74 66 16 0C 38 00 01 AD 13 66 0E C2 F9 00 01 26 CA 82 C2 68 04 32 3C FF FF 70 10 4E B9 00 07 3B E4 4A 40 6C 02 44 40 B0 79 00 01 26 C8 64 18 36 38 AB CA 24 7C 00 01 27 10 F8 12 31 40 C2 C3 82 C2 68 04 32 3C FF FF 31 C1 AE 22 36 38 AB C8 24 7C 00 01 26 FA F8 12 31 00 02 43 00 FF C6 F8 AE 22 78 64 86 C4 68 04 36 3C FF FF 31 C3 AE 24 4A 38 AE 74 66 58 32 38 AB C8 24 7C 00 01 27 32 F8 12 11 00 02 41 00 FF C2 F8 AE 22 82 C4 0C 78 00 03 A6 4A 62 0E 36 38 E0 C8 D6 43 64 24 36 3C FF FF 60 1E 08 38 00 05 A6 4E 67 06 36 38 E1 CC 60 04 36 3C 7F FF C6 FC 00 07 E4 8B 96 79 00 01 34 CC B2 43 63 02 22 03 31 C1 AE 26 60 1E 36 38 A0 C0 0C 43 A0 00 64 04 E6 4B 60 04 36 3C 14 00 F8 39 31 40 00 01 26 D0 31 C3 AE 26 4C DF 01 C7 4E 75 31 F9 00 01 26 CC AE 22 42 43 16 39 00 01 26 CE C6 F8 AE 22 78 64 86 C4 68 04 36 3C FF FF 31 C3 AE 24 42 43 16 39 00 01 26 CF C6 F8 AE 22 86 C4 31 C3 AE 26 0C 43 7F FF 63 04 36 3C 7F FF 31 C3 E0 A6 36 38 AE 24 0C 43 7F FF 63 04 36 3C 7F FF 31 C3 E0 A4 36 38 AE 22 0C 43 7F FF 63 04 36 3C 7F FF 31 C3 E0 9E 4E 75 02 40 00 FF 24 70 05 B0 00 07 E7 AA 4E D2 60 12 60 18 4E B9 00 03 7A 4E 42 78 AE 28 60 0C 60 02 60 08 4E B9 00 03 7A 4E 4E 71 4E 75 D0 79 00 01 34 CE 69 12 36 38 AB C8 24 7C 00 01 34 D0 F8 12 39 40 D0 43 68 0C 6A 06 30 3C 7F FF 60 04 30 3C 80 00 B0 79 00 00 80 28 6D 04 42 43 60 16 36 39 00 00 80 28 96 40 68 0C 6A 06 36 3C 7F FF 60 04 36 3C 80 00 4A 38 AE 74 67 44 0C 39 00 06 00 00 80 27 66 06 38 3C 15 55 60 04 38 3C 10 00 2A 04 48 C5 48 C3 E1 83 E1 83 4C 45 38 03 69 0C 4A 83 6D 0E 0C 83 00 00 FF FF 63 08 36 3C FF FF 60 02 42 43 31 C3 E0 B8 31 FC 00 10 E2 F4 60 20 48 C3 E1 83 87 FC 02 AB 0C 43 7F FF 63 02 42 43 04 43 00 20 64 02 42 43 31 C3 E0 B8 31 C3 E0 BA 4E 75 2F 06 1C 00 30 01 42 81 12 06 4A 78 9B 88 66 00 00 EA 36 38 A0 C0 B6 79 00 01 2A 44 63 00 00 DC 36 38 AD A8 B6 79 00 01 2A 42 63 00 00 CE B0 42 64 00 00 C8 36 38 AD AA 96 78 9B D2 64 02 44 43 B6 79 00 01 27 50 64 00 00 B2 36 38 9B A2 B6 79 00 01 27 4C 64 00 00 A4 36 38 9B A0 B6 79 00 01 27 4E 64 00 00 96 11 FC 00 01 70 CF
[06:00:31:447]  Processing message
[06:00:31:458]  Sending 'test device present' notification.
[06:00:31:459]  Setting timeout for Minimum, 0 ms.
[06:00:31:459]  TX: STPTO 0
[06:00:31:512]  OK
[06:00:31:514]  TX: STPX H:8CFEF0, R:0, D:3F
[06:00:31:528]  Empty response to STPX with data. OK.
[06:00:31:529]  Setting timeout for ReadMemoryBlock, 250 ms.
[06:00:31:531]  TX: STPTO 250
[06:00:31:538]  OK
[06:00:31:540]  Reading from 228352 / 0x37C00, length 1024 / 0x400
[06:00:31:542]  TX: STPX H:6D10F0, R:1, D:35010400037C00
[06:00:32:664]  RX: 6D F0 10 36 01 04 00 03 7C 00 9B E8 90 42 64 02 44 40 02 80 00 00 FF FF 4C 3C 04 03 00 0A 6B F8 4C 7C 04 03 00 00 17 29 42 85 1A 06 36 39 00 01 2A 46 53 43 02 83 00 00 FF FF 4C 30 38 03 55 A0 9B C2 68 10 6B 08 26 3C 7F FF FF FF 60 06 26 3C 80 00 00 00 42 85 3A 39 00 01 2A 46 D0 83 68 04 6B 0A 60 10 4C 45 08 00 26 00 60 0E 26 3C 7F FF FF FF 60 06 26 3C 80 00 00 00 28 39 00 01 2A 3A B6 84 6F 04 26 04 60 0A 28 39 00 01 2A 3E B6 84 6D F2 2F 83 15 A0 9B C2 60 04 42 38 9B E8 2C 1F 4E 75 16 00 42 00 0C 03 00 08 67 0C 18 39 00 01 2C 02 07 04 67 02 70 01 4E 75 48 E7 E0 00 4A 38 9B E7 67 00 01 34 4A 38 9B DE 66 00 01 2C 36 38 9B 9E 28 03 4A 39 00 01 30 0D 66 52 B8 79 00 01 2A 32 65 24 16 38 9B DC 53 03 64 02 42 03 11 C3 9B DC 02 84 00 00 FF FF E1 84 E5 84 88 FC 05 09 31 C4 9B 9E 60 00 00 F2 B6 79 00 01 2A 34 62 00 00 E8 16 38 9B DC 52 03 0C 03 00 0D 63 02 76 0D 11 C3 9B DC C8 FC 05 09 E0 8C E4 8C 60 D2 42 44 14 39 00 00 80 27 22 02 53 01 20 01 26 04 4A 00 60 0E 42 85 1A 03 D8 70 53 A0 9B 8E 52 03 B0 03 64 F0 42 85 1A 02 02 84 00 00 FF FF 88 C5 31 C4 9B AC 36 04 B6 79 00 01 2A 32 65 42 10 38 9B DC B0 39 00 01 27 55 63 36 16 38 9B DC 53 03 64 02 42 03 11 C3 9B DC 42 03 4A 01 60 1E 42 80 10 03 42 85 3A 30 03 A0 9B 8E E1 85 E5 85 8A FC 05 09 3F 85 03 A0 9B 8E 52 03 B2 03 64 E0 60 4A B6 79 00 01 2A 34 62 42 16 38 9B DC B6 39 00 01 27 56 64 36 16 38 9B DC 52 03 0C 03 00 0D 63 02 76 0D 11 C3 9B DC 42 03 4A 01 60 1C 42 80 10 03 3A 30 03 A0 9B 8E CA FC 05 09 E0 8D E4 8D 3F 85 03 A0 9B 8E 52 03 B2 03 64 E2 4C DF 00 07 4E 75 4E 56 FF FC 48 E7 E3 C0 0C 38 00 03 AD 13 66 00 02 86 16 39 00 00 80 27 53 03 1C 38 A7 FD 0C 06 00 08 67 00 00 B6 4A 06 66 04 2C 03 60 02 53 06 4A 06 66 04 2C 03 60 02 53 06 4A 39 00 01 30 0D 66 2A 30 38 AB CA 24 7C 00 01 31 DE F8 12 01 40 2F 3C 00 FF 9B AE 2F 3C 00 01 30 64 22 06 22 7C 00 01 30 3A 20 7C 00 FF 9B 9E 60 68 32 38 AD A8 30 38 A0 C0 42 43 3E 3C 04 00 BE 41 63 04 22 03 60 0E 0C 41 14 00 64 04 92 47 60 04 32 3C 10 00 0C 40 A0 00 64 04 E6 48 60 04 30 3C 14 00 74 15 20 7C 00 01 32 00 4E B9 00 02 64 86 42 83 16 06 43 F0 33 A0 9B B0 2F 09 2F 3C 00 01 30 64 24 03 C4 FC 00 2A 43 F0 29 B0 00 01 30 8E 22 06 41 F0 33 A0 9B 8E 4E B9 00 03 85 52 32 38 9B C0 66 06 42 38 9B 8C 60 76 74 01 11 C2 9B 8C 4A 38 9B E0 62 06 4A 38 9B E7 66 06 42 78 9B C0 60 5E 36 38 AB C8 24 7C 00 01 2A 82 F8 12 31 40 3A 38 AB C2 F8 39 51 40 00 01 2A 50 C6 C5 E0 8B E8 8B 3A 38 82 42 34 7C 05 00 42 40 0C 45 0A 00 64 04 2A 00 60 10 0C 45 14 00 64 06 E2 4D 9A 4A 60 04 3A 3C 05 00 24 7C 00 01 2A 76 F8 12 51 40 C6 C5 E0 8B E8 8B C6 C1 E0 8B E6 8B D7 78 9B 88 08 38 00 01 81 CA 66 28 4A 38 9F 88 66 0C 36 38 AB CA 24 7C 00 01 2A AC 60 0A 36 38 AB C8 24 7C 00 01 2A CE F8 12 39 40 B6 78 9B 88 6C 26 60 20 4A 38 9F 88 66 0C 36 38 AB CC 24 7C 00 01 2A F8 60 0A 36 38 AB C8 24 7C 00 01 2A CE F8 12 39 40 31 C3 9B 88 36 38 9C 7A 0C 43 7F FF 63 02 42 43 10 38 9B E0 66 4A 3A 38 A9 C8 BA 79 00 00 FD 4A 6D 3E 3A 38 82 48 BA 79 00 00 FD 4C 62 32 3A 38 AB C8 24 7C 00 00 FD 50 F8 12 51 40 B6 45 65 20 11 F9 00 00 FD 4F 9B E0 36 38 AB C8 24 7C 00 00 FD 7A F8 12 39 40 31 C3 9B 8A 42 38 9B E1 60 3A 52 72
[06:00:32:671]  Processing message
[06:00:32:676]  Sending 'test device present' notification.
[06:00:32:676]  Setting timeout for Minimum, 0 ms.
[06:00:32:678]  TX: STPTO 0
[06:00:32:755]  OK
[06:00:32:758]  TX: STPX H:8CFEF0, R:0, D:3F
[06:00:32:764]  Empty response to STPX with data. OK.
[06:00:32:777]  Setting timeout for ReadMemoryBlock, 250 ms.
[06:00:32:779]  TX: STPTO 250
[06:00:32:786]  OK
[06:00:32:789]  Reading from 229376 / 0x38000, length 1024 / 0x400
[06:00:32:790]  TX: STPX H:6D10F0, R:1, D:35010400038000
[06:00:33:919]  RX: 6D F0 10 36 01 04 00 03 80 00 4A 00 63 08 53 00 11 C0 9B E0 60 2E 4A 00 66 26 4A 38 9B E1 66 20 34 38 9B 8A 10 39 00 00 FD 4E 42 41 4E B9 00 02 60 3C 31 C0 9B 8A 4A 40 6E 0A 7A 01 11 C5 9B E1 42 78 9B 8A 4A 38 9B E7 67 4A 4A 38 A7 FD 66 44 42 44 18 39 00 01 2C 02 3D 78 E1 C8 FF FC 3D 78 E1 F0 FF FE 16 2E FF FC 96 2E FF FE 4A 03 6C 0C 36 38 E0 60 42 43 D8 44 D8 43 60 14 4A 03 66 10 34 78 E1 E4 36 38 E1 E4 96 4A 0C 43 00 01 63 F4 31 C4 E0 60 4C DF 03 C7 4E 5E 4E 75 48 E7 E0 00 34 38 9B D2 32 38 AD AA 10 39 00 01 27 52 4E B9 00 02 60 3C 31 C0 9B D2 4C DF 00 07 4E 75 4E 56 FF FC 48 E7 E3 CC 4A 38 9F 88 66 0C 36 38 AB CA 24 7C 00 01 2A AC 60 0A 36 38 AB C8 24 7C 00 01 2A CE F8 12 39 40 4A 43 66 0E 42 38 9B E7 42 38 9B EA 42 38 9B E5 60 06 74 01 11 C2 9B EA 4A 38 9B E4 67 16 16 38 9B E5 52 03 11 C3 9B E5 74 02 B4 03 62 06 7E 01 11 C7 9B E7 16 38 9B E7 66 18 4A 38 9B 84 66 12 4A 38 9B E3 66 0C 11 FC 00 01 9B E3 42 38 9B 84 60 26 4A 03 66 18 4A 38 9B 84 66 12 4A 38 9B E3 67 0C 11 FC 00 01 9B 84 42 38 9B E3 60 0A 4A 03 67 06 42 38 9B 84 60 F0 16 38 9B 84 67 76 B6 38 9B E9 67 20 31 F9 00 01 2C 00 9B A6 42 38 9B 85 4E B9 00 06 F6 56 42 01 30 3C 00 AC 4E B9 00 00 10 BA 60 5C 4A 78 9B A6 63 10 36 38 9B A6 04 43 06 6D 64 02 42 43 31 C3 9B A6 4A 78 9B A6 66 40 31 F9 00 01 2C 00 9B A6 4A 38 9E E9 67 06 4E B9 00 05 E8 92 0C 39 00 02 00 01 27 4A 66 22 4A 38 9B 85 66 0A 11 FC 00 01 9B 85 72 01 60 AA 42 38 9B 85 60 A2 B6 38 9B E9 67 06 4E B9 00 06 F6 84 11 F8 9B 84 9B E9 38 78 A0 C0 3D 4C FF FC 16 39 00 01 2C 03 3D 78 E0 7E FF FE 1D 43 FF FE 31 EE FF FE E0 7E 42 43 38 3C A0 00 3A 2E FF FC B8 45 63 06 2C 05 E6 4E 60 04 3C 3C 14 00 F8 39 61 40 00 01 2D 94 31 C6 E1 E0 32 38 AD AA 3C 3C 08 00 BC 41 63 04 22 03 60 12 0C 41 14 00 64 08 E2 49 04 41 04 00 60 04 32 3C 06 00 B8 45 63 06 2E 05 E6 4F 60 04 3E 3C 14 00 74 15 20 07 20 7C 00 01 2E E4 4E B9 00 02 64 86 32 40 32 38 AD AA 42 43 BC 41 63 04 22 03 60 12 0C 41 14 00 64 08 E2 49 04 41 04 00 60 04 32 3C 06 00 3E 2E FF FC 0C 47 A0 00 64 06 20 0C E6 48 60 04 30 3C 14 00 74 15 20 7C 00 01 2D BE 4E B9 00 02 64 86 36 00 31 C3 E0 A0 D6 49 31 C3 E0 C0 36 38 A6 C6 28 03 98 78 9B D6 64 02 42 44 31 C3 9B D6 B6 79 00 01 2B 50 65 20 B6 79 00 01 2B 4E 62 18 B8 79 00 01 2B 46 63 10 11 FC 00 01 9B EC 31 F9 00 01 2B 4C 9B D8 60 24 4A 78 9B D8 63 14 24 78 B0 DC 36 38 9B D8 96 6A 00 0A 64 02 42 43 31 C3 9B D8 4A 78 9B D8 62 04 42 38 9B EC 36 38 A0 BE 28 03 98 78 9B AA 64 02 42 44 31 C3 9B AA B6 79 00 01 27 58 65 20 B6 79 00 01 27 5A 62 18 B8 79 00 01 27 5C 63 10 11 FC 00 01 9B E2 31 F9 00 01 27 5E 9B A4 60 1E 4A 78 9B A4 63 0E 36 38 9B A4 59 43 64 02 42 43 31 C3 9B A4 4A 78 9B A4 62 04 42 38 9B E2 4C DF 33 C7 4E 5E 4E 75 48 E7 E2 80 36 38 AD A8 B6 79 00 01 2B 34 65 44 36 38 A0 C0 B6 79 00 01 2B 38 65 38 36 38 A0 C0 B6 79 00 01 2B 36 62 2C 36 38 A9 C8 B6 79 00 01 2B 3A 6D 20 36 38 AE E4 B6 79 00 01 2B 3C 6D 14 36 38 95 EE B6 79 00 01 2B 3E 6E 08 08 38 00 01 81 CA 67 08 42 78 9B D0 60 00 01 20 36 38 95 EE 42 44 4A 43 6C 04 26 04 60 1E 0C 43 03 8E 6C 14 48 C3 E1 83 6B 0A 4C 7C 30 03 00 00 00 5B 60 08 42 83 60 04 36 3C 0A 00 F8 39 31 40 00 01 75 5A
[06:00:33:920]  Processing message
[06:00:33:931]  Sending 'test device present' notification.
[06:00:33:932]  Setting timeout for Minimum, 0 ms.
[06:00:33:932]  TX: STPTO 0
[06:00:33:962]  OK
[06:00:33:963]  TX: STPX H:8CFEF0, R:0, D:3F
[06:00:33:975]  Empty response to STPX with data. OK.
[06:00:33:976]  Setting timeout for ReadMemoryBlock, 250 ms.
[06:00:33:977]  TX: STPTO 250
[06:00:33:985]  OK
[06:00:33:987]  Reading from 230400 / 0x38400, length 1024 / 0x400
[06:00:33:988]  TX: STPX H:6D10F0, R:1, D:35010400038400
